trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
15.0,2,0,77700.0,-20552.0,7,9,0.0
15.0,0,5,77700.0,-20365.77458079832,0,0,99985640.0
15.0,0,5,77700.0,159286.40625,8,0,99985640.0
15.0,0,5,7.606133228492144,159286.40625,8,0,0.0
2175.0,2,5,0.6000000238418579,159286.40625,8,9,0.0
2175.0,2,5,20247.900947321752,-20552.0,0,9,99985640.0
2163.4054723492377,2,0,77700.0,-20552.0,0,9,99985640.0
15.0,0,0,0.6000000238418579,-20552.0,0,0,99985640.0
2175.0,2,5,0.6000000238418579,-20552.0,8,9,99985640.0
1345.5852973124706,0,0,77700.0,27152.061499473002,8,0,0.0
2175.0,0,5,0.6000000238418579,159286.40625,8,0,0.0
15.0,0,0,0.6000000238418579,-20552.0,0,0,0.0
2175.0,2,5,0.6000000238418579,-20552.0,8,9,0.0
15.0,2,5,0.6000000238418579,-20552.0,0,9,0.0
15.0,2,0,77700.0,-20552.0,8,0,0.0
2175.0,2,0,77700.0,159286.40625,0,9,0.0
15.0,0,5,77700.0,159286.40625,8,9,99985640.0
25.480772741382967,2,5,0.6000000238418579,-20552.0,8,0,99985640.0
15.0,0,5,0.6000000238418579,-20552.0,8,0,0.0
15.0,0,5,76918.56666265588,-20552.0,8,9,99985640.0
15.0,2,5,77700.0,159286.40625,0,0,0.0
2156.958599210212,2,0,0.6000000238418579,-20552.0,8,0,99985640.0
15.0,2,5,0.6000000238418579,-20552.0,8,0,99985640.0
2175.0,2,4,77700.0,159286.40625,0,0,99985640.0
2175.0,2,5,77700.0,-20552.0,8,9,99985640.0
15.0,2,0,0.6000000238418579,21295.075394668962,0,0,0.0
15.0,0,0,77700.0,-20552.0,0,9,67998174.63384199
15.0,2,5,77700.0,-20552.0,0,9,99985640.0
15.0,2,0,0.6000000238418579,159286.40625,0,0,99985640.0
2175.0,0,0,0.6012963210876296,159286.40625,8,9,99985640.0
2175.0,2,0,0.6000000238418579,-20552.0,8,9,0.0
2175.0,2,5,77700.0,-20552.0,8,9,0.0
2175.0,0,5,14.484486396456946,-20552.0,8,0,99985640.0
2175.0,0,0,0.6000000238418579,-10836.527304231196,0,0,0.0
2175.0,0,5,77700.0,-20552.0,8,0,0.0
2175.0,0,5,77700.0,-20552.0,8,9,99985640.0
2175.0,2,0,0.6000000238418579,-20552.0,0,0,0.0
15.099733465785485,0,5,0.6000000238418579,159286.40625,0,0,0.0
15.0,2,0,77700.0,19262.763877133857,8,0,99985640.0
2175.0,2,5,77696.15507891552,105160.49839679341,8,9,99985640.0
15.0,2,5,77700.0,-20552.0,8,0,0.0
15.0,0,4,77700.0,-20552.0,8,9,99985640.0
15.0,0,0,77700.0,-20552.0,0,0,99985640.0
15.0,0,0,0.6000000238418579,159286.40625,0,9,99985640.0
15.0,0,5,0.6000000238418579,-20552.0,8,9,99985640.0
15.0,2,5,77700.0,-20552.0,0,9,0.0
15.0,0,5,0.6000000238418579,159286.40625,0,0,0.0
15.0,0,5,77700.0,-20552.0,8,9,0.0
2175.0,2,0,0.6000000238418579,159286.40625,0,0,99985640.0
15.0,2,0,32.48606473714453,-20552.0,8,0,0.0
15.0,0,0,77700.0,-20552.0,0,7,99985640.0
2175.0,2,0,0.6000000238418579,157829.23999116416,0,9,0.0
2175.0,2,0,0.6000000238418579,16218.539126212163,0,0,0.0
2175.0,2,5,0.6000000238418579,159286.40625,8,0,99985640.0
2175.0,2,5,0.6000000238418579,-20552.0,0,0,0.0
2175.0,2,0,77700.0,-20552.0,0,0,99985640.0
15.0,0,5,34603.87936363529,-20552.0,0,0,99985640.0
15.0,2,0,0.6000000238418579,-20552.0,0,9,0.0
15.0,0,5,77700.0,159286.40625,8,0,99985640.0
15.0,2,0,0.6000000238418579,-20552.0,8,9,0.0
15.0,2,0,77700.0,159286.40625,0,9,99985640.0
2175.0,2,5,77700.0,-20552.0,0,0,0.0
2101.112930088965,2,0,77700.0,159286.40625,8,9,99985640.0
2175.0,2,5,14.600000381469727,159286.40625,8,9,0.0
15.0,0,0,0.6000000238418579,-20552.0,0,0,0.0
15.0,2,5,77700.0,-20552.0,8,9,99985640.0
2175.0,2,5,77700.0,-20552.0,0,9,99985640.0
15.0,2,0,77700.0,159286.40625,0,9,99985640.0
2175.0,0,0,77700.0,159286.40625,8,0,0.0
2175.0,2,0,77700.0,-20552.0,0,9,0.0
15.0,2,5,77700.0,-20552.0,8,9,0.0
15.0,2,0,0.6000000238418579,-20552.0,8,9,99985640.0
2175.0,2,4,0.6000000238418579,-20552.0,8,0,0.0
2175.0,2,0,0.6086128507399491,159286.40625,0,0,0.0
2175.0,2,0,77700.0,159286.40625,8,9,0.0
15.0,2,5,0.6000000238418579,-20549.998849062707,0,0,99985640.0
2175.0,2,5,0.6000000238418579,159286.40625,8,0,0.0
2175.0,2,0,0.6000000238418579,-20552.0,8,0,0.0
2175.0,2,0,61670.11417947008,159286.40625,0,9,0.0
2175.0,2,5,0.6000000238418579,159286.40625,0,0,0.0
15.0,2,0,0.6000000238418579,-20552.0,8,0,99981279.83557175
2175.0,2,5,77700.0,159286.40625,8,9,99985640.0
2175.0,0,5,0.6000000238418579,-20552.0,8,0,99985640.0
15.0,0,0,77700.0,-20469.71957268896,8,0,99985640.0
15.0,2,0,0.6000000238418579,159286.40625,0,0,0.0
2175.0,2,5,0.6000000238418579,-20552.0,8,9,99985640.0
15.0,2,0,77700.0,-20552.0,0,0,0.0
15.0,2,5,0.6000000238418579,-20552.0,0,0,0.0
2175.0,0,0,0.6000000238418579,159286.40625,0,0,99985640.0
2175.0,2,5,77700.0,-20552.0,0,0,0.0
2175.0,2,0,77700.0,325.4354267964346,8,0,99985640.0
2175.0,0,5,0.6000000238418579,-20552.0,8,4,0.0
15.0,0,1,0.6000000238418579,-20552.0,0,0,99985640.0
2175.0,2,0,77700.0,159286.40625,8,0,0.0
2175.0,0,0,0.6000000238418579,-20552.0,8,0,0.0
2175.0,0,0,77700.0,159286.40625,0,9,99985640.0
15.0,0,0,0.6000000238418579,159286.40625,8,9,0.0
2175.0,0,5,0.6000000238418579,159286.40625,0,9,99985640.0
2175.0,0,0,77700.0,159286.40625,0,9,99985640.0
2175.0,2,5,77700.0,-20552.0,0,0,99985640.0
15.0,0,5,77700.0,159286.40625,0,0,0.0
15.0,2,5,0.6000000238418579,-20552.0,0,0,99985640.0
